,text_id,text,task_1,task_2,task_3
1163,hasoc_en_1164,@jaketapper Just abysmal. Anything to make Comrade Trump happy. #TrumpIsATraitor,NOT,NONE,NONE
1164,hasoc_en_1165,"West Indies rocked Pakistan, Pakistan pauper(ed) England, and England scissored West Indies. #ICCWorldCup2019 #ShameOnICC #CWC19",NOT,NONE,NONE
1165,hasoc_en_1166,The fraudster(s) behind IMA Ponzi scheme    #IMAfraud #IMAScam    https://t.co/eXL1CtNe4f,NOT,NONE,NONE
1166,hasoc_en_1167,"#SaveTheDoctors | Abhishek Shaw, a second year MBBS student at Calcutta National Medical College and Hospital sustained head injury after miscreants pelted bricks on agitating doctors.     #DoctorsFightBack #DoctorsProtest     Follow live updates:    https://t.co/mhkiR0CPr1 https://t.co/lOTuclhZ66",NOT,NONE,NONE
1168,hasoc_en_1169,Doctors please remember that no liberal secular supposedly socialist person has come to support you it's only the bhakts who are supporting you. Do remember who it stands with justice and fair play.#DoctorsFightBack   #राष्ट्र_प्रथम,NOT,NONE,NONE
1169,hasoc_en_1170,With the real @BorisJohnson running scared &amp; not engaging with the media (unless of course he’s being paid £k’s for it!) or the wider public we will have to make do with @rorybremner #borisdoesnotrepresentme #BorisJohnsonLies #BorisJohnsonShouldNotBePM https://t.co/07lkI3m5kT,NOT,NONE,NONE
1170,hasoc_en_1171,"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣   #ShameOnICC",NOT,NONE,NONE
1171,hasoc_en_1172,Trump said something about China that isn't even close to true #Resist #ResistTrump #FuckTrump https://t.co/uomdpLPUGr,NOT,NONE,NONE
1173,hasoc_en_1174,Doctors are not punch bags 😠😠😠 #BengalDoctorsStrike #DoctorsProtest #DoctorsFightBack #DoctorsStrike #doctors_against_assualt,NOT,NONE,NONE
1174,hasoc_en_1175,@realDonaldTrump Did I forget to wish you a VERY HAPPY  #JohnMcCainDay   #ImpeachTrumpNow   #TrumpIsATraitor,NOT,NONE,NONE
1175,hasoc_en_1176,"It’s a good thing that @TheRealOJ32 clarified that all of the other OJ accounts are fake... wouldn’t want anyone, you know, compromising his reputation or anything crazy. A lot of bad people out there #murderer https://t.co/Rbs9clxSpm",NOT,NONE,NONE
1176,hasoc_en_1177,Trump Says in Oval Office Interview If Russia Offered Dirt on His 2020 Opponent He’d Do Exactly What He Did Before—Take It #Resist #ResistTrump #FuckTrump https://t.co/mGM7eImay6,NOT,NONE,NONE
1177,hasoc_en_1178,"Breaking News. After all the controversies, Dhoni decides how to tackle the issue for Sunday's #IndvAus Clash. 😀    Decides to Parajump into the ground with the badges !!!   #DhoniKeepsTheGlove   #DhoniKeSaathDesh https://t.co/4IQ9ELIPCr",NOT,NONE,NONE
1178,hasoc_en_1179,Slazenger Footwear from Rs.449 @ 88% Off    https://t.co/jlltfTlHKl    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT,NONE,NONE
1181,hasoc_en_1182,@nealxg This is an insult to real Americans!! #TrumpSupportersarestupid #trumpisatraitor #trumpisaliar #TrumpIsAMoron #fucktrump,NOT,NONE,NONE
1182,hasoc_en_1183,Sarah Sanders failed in almost every aspect of her job #Resist #ResistTrump #FuckTrump https://t.co/dZWdVrtnc0,NOT,NONE,NONE
1183,hasoc_en_1184,He sounds and acts like Steven Seagal doing his best (or worst) version of a New York tough guy. Or is this an outake from the Sopranoes? #TrumpResign #TrumpIsATraitor #TrumpMustResign #TrumpsAnInternationalDisgrace https://t.co/WvvYJwy2yC,NOT,NONE,NONE
1184,hasoc_en_1185,Do you think ICC not giving permission to Dhoni to use gloves with Army Insignia sign is justified?  #DhoniKeepTheGlove #ICCWorldCup2019 #BalidaanBadge #IndiaWithDhoni #dhonikeepstheglove,NOT,NONE,NONE
1186,hasoc_en_1187,@GOPChairwoman @PressSec @realDonaldTrump How about a statement on Donald's interview with @GStephanopoulos?    #TrumpIsATraitor,NOT,NONE,NONE
1187,hasoc_en_1188,"Trump politicizes Mexico deal, adding to doubts it is a mirage #Resist #ResistTrump #FuckTrump https://t.co/GtKalivYaS",NOT,NONE,NONE
1189,hasoc_en_1190,I thought they are getting down but dhoni's glove argument made me think twice about everything I mean what kinda of intolerancy they are facing from the insignia basically every indian should say something because that insignia is the pride 🇮🇳🇮🇳 #DhoniKeepsTheGlove,NOT,NONE,NONE
1190,hasoc_en_1191,#indianmedia @aajtak @ndtvindia @IndianExpress don't u guys wonder only team to have played all there matches in this raining summer have been #England &amp; #Australia rest all have 1 or 2 matches washed-out..how come there is no rain interruption at there venue..#ShameOnICC #ICC,NOT,NONE,NONE
1191,hasoc_en_1192,Happy #JohnMcCainDay !     #FuckTrump   #ImpeachTrumpNow https://t.co/ggcFanQCJ5,NOT,NONE,NONE
1192,hasoc_en_1193,"@ToniJarvis15 @JudicialWatch @TomFitton @realDonaldTrump The proof is called “The Mueller Report”. You too can read the redacted version, as a citizen of the United States I felt it was my duty to read. #TrumpIsATraitor",NOT,NONE,NONE
1193,hasoc_en_1194,India vs Pakistan match should arrange @cricketworldcup on space centre to avoid rain.    #ShameOnICC   #INDvsPAK,NOT,NONE,NONE
1194,hasoc_en_1195,"I still can't believe that #MURDERER #OJ_Simpson got away with it... There is no justice in this world. Hay juice, do the world a favor and crawl into a wood chipper...💩💩💩💩 https://t.co/X5Ydi9KIsp",NOT,NONE,NONE
1195,hasoc_en_1196,"@realDonaldTrump You sound scared donnie, but of whom? #TrumpIsScared #TrumpIsATraitor #ImpeachDonaldTrumpNOW https://t.co/cMju29UWZV",NOT,NONE,NONE
1196,hasoc_en_1197,Entitled privileged attitude of the British elite establishment mafia ruling class..... says it all and why #borisjohnson #BorisJohnsonShouldNotBePM #C4Debate https://t.co/PGlPM3Kv9q,NOT,NONE,NONE
1197,hasoc_en_1198,Itne badhe event k liye proper planning krna chahiye tha....dranege system and comfortable cover ka use hona chahiye tha...is trh kaise hr match cancel hota rhega✊👊👊🤛😡😡😡 #ShameOnICC,NOT,NONE,NONE
1198,hasoc_en_1199,"All those Tukde tukde gang award wapasi gang , democracy in danger gang etc   Don't consider doctors as part of society   These draculas have no sympathy for doctors   Only they want is VVIP treatments   Shame on them   #DoctorsFightBack",NOT,NONE,NONE
1199,hasoc_en_1200,#unfollowtrump Happy #JohnMcCainDay #fucktrump https://t.co/LYFf3kMYgU,NOT,NONE,NONE
1200,hasoc_en_1201,"@sagenaradamuni @bjptarunchugh @NaMo_Ganesh @HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @DheerajGbc @Harvansh_Batra @VictoryForNamo @narendramodi177 @LillyMaryPinto @narendramodi @sukanyaiyer2 @meenakshisharan @Meenu_71 @RamsaBJYM @bakoriya_kirti_ @sanghavideepa @OnlineRajan__ @samar97189157 @PatelOnTop @AjayPandey__ @DebashishHiTs @ankitasood13 @hindustanse @MahiHerambha @hindu_blood @SmithaDutt @vanitajain21 @Reema_bjp @Narendramodi_PM @Narendrap86 @TigerNaMo @aarohi923 @draksbond @jadonpriyanka @NazlinShaikh @AmitShah @iNarendraModiG @Gravim71 @pehadiya @prasura123 @Lotusfeetns @MajorPoonia @GautamGambhir @PrakashMishra_1 @SureshM46 @pandey_indrani @madhukishwar People who r scared with #Modi r saying there is no #ModiWave. India is witnessing mammoth crowd across Bharat to listen to #NarendraModi ji. I am Happy with #VadrasFlee &amp; #NoBandhan with Congress. With this, #May23 is sure about #ModiAgain #ModiAgainSaysIndia #CongressMuktBharat https://t.co/vGEp4vskIJ",NOT,NONE,NONE
1201,hasoc_en_1202,@ChrisEvans Johnny in Fantastic4   #missioncomplete #dickhead,NOT,NONE,NONE
1202,hasoc_en_1203,"@alantravis40 @ProfTimBale It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",NOT,NONE,NONE
1203,hasoc_en_1204,Man of the match RAIN  Man of the series RAIN  winner of world cup 2019 RAIN  The trophy of WORLD CUP 2019 thrown in sea.  #ShameOnICC,NOT,NONE,NONE
1204,hasoc_en_1205,@realDonaldTrump If you were a good person no one would believe the 'lies' told about you and you wouldnt have to waste your time defending yourself. Perhaps you are really just a #douchebag Accepting this reality will be the first step in recovery.,NOT,NONE,NONE
1205,hasoc_en_1206,"The logo on his glove can't change in results on the field.  Sports is a way to Compete with opponents, Not war with enemies, Using the logo of military on his glow gives the message of irrelevant dominance that can lead to distress. So unprofessional of him #DhoniKeepsTheGlove",NOT,NONE,NONE
1206,hasoc_en_1207,@lizpeek @rdnagy Says someone who doesn't know how to punctuate.  #TrumpIsATraitor,NOT,NONE,NONE
1208,hasoc_en_1209,@ICC mindly disturb to the Indian team in world cup matches  1.. Bumarh medical test and   2..Dhoni gloves issue   @BCCI  To take care Indian squad ICC only focused on Indian squad please take care our  squad #DhoniKeepTheGlove #DhoniKeepsTheGlove,NOT,NONE,NONE
1209,hasoc_en_1210,@NPAShq I saw the helicopter UKP04 circling around Culcheth. I'm a citizen concerned for my safety so please can you tell me what has happened? #ukp04 #npas #culcheth #murderer #missingperson #prisonbreak #escapedprisoner #alien #polarbearwithchlamydia #policechase #serialkiller,NOT,NONE,NONE
1210,hasoc_en_1211,"Being LGBT is now the height of respectability, while being Toby Young is morally suspect. #TobyYoung  #cishet #Dickhead https://t.co/40pDt6lCz6",NOT,NONE,NONE
1211,hasoc_en_1212,Violence is not the answer. It doesn't get you what you've lost nor does it give you the satisfaction of justice. Doctors deserve better than this.   #DoctorsFightBack #Srinivasdubba,NOT,NONE,NONE
1212,hasoc_en_1213,"One of the noble profession I feel personally is Medical profession aka Doctor's, I've seen so many doctors who cares and treats patients with utmost diligence whatever happened in Kolakatta not at all acceptable and CM response on incident disgusting #DoctorsFightBack",NOT,NONE,NONE
1213,hasoc_en_1214,@RWPUSA @NorCalAntonio @nytimes #TrumpIsATraitor  He should be long gone by now.,NOT,NONE,NONE
1214,hasoc_en_1215,@realDonaldTrump I love it when you have these childish tantrums! Lol! #fucktrump #iamachild #smallpenis,NOT,NONE,NONE
1215,hasoc_en_1216,This must surely give the other candidates hope ...  #BorisJohnsonShouldNotBePM https://t.co/WFKFlmttKv,NOT,NONE,NONE
1216,hasoc_en_1217,"#Rangzen people, #watchout for this fake activist from sabotaging our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #TibetCause https://t.co/GNN0nn6fDF",NOT,NONE,NONE
1217,hasoc_en_1218,"#BoycottICC #BoycottWorldCup Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with #CWC19  #DhoniKeepsTheGlove #DhoniKeSaathDesh https://t.co/7tH2EWQtgp",NOT,NONE,NONE
1218,hasoc_en_1219,Hear's hoping to soon being able to wish #POTUS45 a happy birthday when he is a private citizen.    Happy Holidays and Happy Flag Day!     Only thing that makes sense to me re #trump.    https://t.co/Tj9H30Ac4e    #FlagDay2019 #TwilightZone #TrumpIsATraitor https://t.co/87hqTqAi15,NOT,NONE,NONE
1219,hasoc_en_1220,So what's @BorisJohnson had to say for himself at this #C4debate then?     😂😂😂     #Dickhead #TurnUpYouSpoon,NOT,NONE,NONE
1220,hasoc_en_1221,"The NRA begs gun nuts for donations, spends lavishly on its board of directors and execs #Resist #ResistTrump #FuckTrump https://t.co/AibHbynDzK",NOT,NONE,NONE
1221,hasoc_en_1222,@navikakumar How is this picture bears any relevance to #DoctorsFightBack protest? Who is the editors who are charged with content publishing?    @OpIndia_com https://t.co/zST98AW90r,NOT,NONE,NONE
1222,hasoc_en_1223,"@robreiner YOU ARE TALKING EXACTLY ABOUT YOURSELF!! YOU #Hollyweirdos are a bunch of #rapist, #ChildMolesters #Pedos, #MarriageIsBetweenAManAndWoman, #sexist, #Tramps, #Whores, #SexTrafficers",NOT,NONE,NONE
1223,hasoc_en_1224,@Kokomothegreat So stupid it's scary. #IdiotTrump,NOT,NONE,NONE
1224,hasoc_en_1225,How a California Community Helped Hundreds of Migrants the Border Patrol Dropped at a Greyhound Station #Resist #ResistTrump #FuckTrump https://t.co/ae9VXxAk06,NOT,NONE,NONE
1225,hasoc_en_1226,Weather forecast before big tournaments are the basic things which is not done by @ICC also the worst umpiring is not seen.. coz @ICC is too busy arguing about @msdhoni's gloves! WOW great right!!! .. Aga icc padhavi vilaga vendrum😂😂  #DhoniKeepsTheGlove   #ICCWC2019,NOT,NONE,NONE
1226,hasoc_en_1227,@TheRealOJ32 Hey @TheRealOJ32 these hashtags came up under your name for some reason...  #murderer #killer #guilty #guiltyAF #doublemurder #brentwood #nakedgun,NOT,NONE,NONE
1227,hasoc_en_1228,@TheRealOJ32 Hey OJ! You need work? I've got some trees that need trimming and I'm looking for someone that's good with a blade. #murderer #rotinhell,NOT,NONE,NONE
1228,hasoc_en_1229,"#ShameOnICC    If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6    Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind    Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣.",NOT,NONE,NONE
1229,hasoc_en_1230,Pakistani players offered Namaz many times on ground then never get objection from ICC..  But MS Dhoni can't wear army insignia Gloves ??   #DhoniKeepsTheGlove,NOT,NONE,NONE
1230,hasoc_en_1231,"@FirstpostSports @VedamJaishankar EXACTLY. #ShameOnICC @ICC rain and such interruptions which are pretty normal in England at this time of the year, and that is the most vexing part of the whole botched-up scheduling.",NOT,NONE,NONE
1231,hasoc_en_1232,@nytimes Whoever brought the charges against him should themselves be brought up on charges. #HumanRights #FuckTrump,NOT,NONE,NONE
1232,hasoc_en_1233,@ANI @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/QYuuYcV85O,NOT,NONE,NONE
1233,hasoc_en_1234,"@YourboyQ254 Last year at Wembley, a Seahawks fan was shouting break his legs nearly every play #dickhead",NOT,NONE,NONE
1234,hasoc_en_1235,@narendramodi @AmitShah @HMOIndia @PMOIndia @sambitswaraj @RakeshSinha01 @nsitharaman @BJP4India @OfficeOfRSP @rsprasad @smritiirani  🙏  We don't need to check D.O.B of a #Rapist.  If he is matured enough to Rape.  He is matured enough to be #Hanged.,NOT,NONE,NONE
1235,hasoc_en_1236,"@realDonaldTrump Tremendous crowds? I was there this afternoon, and this was the scene 😂😂😂. Check out the protests tomorrow #fucktrump https://t.co/jYqM2q7n9b",NOT,NONE,NONE
1236,hasoc_en_1237,Well I laughed.   #dickhead https://t.co/hcQ1mlatgU,NOT,NONE,NONE
1238,hasoc_en_1239,#FEC Responds To #Trump Admitting He'd Commit A Felony To Win 2020 #TrumpIsATraitor #VoteBlue2020  https://t.co/gryvUprvWQ,NOT,NONE,NONE
1239,hasoc_en_1240,"The replies to this tweet illustrate the difference between Facebook and twitter in Tennessee. 😃😃😃 also, #FuckTrump. https://t.co/s1TtVX2nyR",NOT,NONE,NONE
1241,hasoc_en_1242,"@kayleighmcenany Give it up Kayleigh! Trump base may buy what you are selling but most of us who have been paying attention don't. Nice deflection, which has always been your signature   #ReadTheMuellerReport   #TrumpObstructedJustice   #TrumpIsATraitor",NOT,NONE,NONE
1242,hasoc_en_1243,Trump waves text of Mexico deal in front of reporters — but refuses to detail what it says #Resist #ResistTrump #FuckTrump https://t.co/mDEQzNTBLN,NOT,NONE,NONE
1243,hasoc_en_1244,@cmackinlay @BorisJohnson @Conservatives @BackBoris “I’m backing him because 65% of my people said to and not because I actually have an opinion or a spine of my own” #dickhead,NOT,NONE,NONE
1244,hasoc_en_1245,CNN reporter: Sanders hasn't held a briefing in 94 days #Resist #ResistTrump #FuckTrump https://t.co/cvplDrfJd5,NOT,NONE,NONE
1245,hasoc_en_1246,#DoctorsFightBack Angry Relatives Of Patients roughing up &amp;  mishandling Doctors is old story. So is protest by Doctors to counter such misbehaviour. But BJP has achieved a first by converting this into Muslims vs Doctors. @Shehla_Rashid @khushsundar @ashamishra @DrPushpaAmarnat,NOT,NONE,NONE
1247,hasoc_en_1248,stop violence against doctors 🥼 https://t.co/RW5uCUuCiE  #DoctorsFightBack,NOT,NONE,NONE
1248,hasoc_en_1249,Happy #JohnMcCainDay   Happy #JohnMcCainDay   Happy #JohnMcCainDay   Happy #JohnMcCainDay     #ImpeachTheMF   #ImpeachTrumpNow   #ImpeachDonaldTrumpNOW   #ImpeachmentInquiryNow   #ImpeachmentHearingsNow   #fucktrump   #fucktrump   #FuckTrump https://t.co/nPduIkq1kG,NOT,NONE,NONE
1250,hasoc_en_1251,If @ICC has any problem with @msdhoni Indian army's insignia then he should get a tattoo done for himself like @imVkohli or @hardikpandya7 to keep ICC's mouth shut |{https://t.co/Rq3fEYRGkq}  #DhoniKeepTheGlove #DhoniKeepsTheGlove #DHONI #IndianArmy #dhonigloves #DhoniKeSaathDesh https://t.co/fzc8scTEWZ,NOT,NONE,NONE
1251,hasoc_en_1252,#MalcolmNance Says #TraitorTrump Committed A Crime By Inviting More Election Interference #TrumpIsATraitor  https://t.co/HOzdDOjpRt,NOT,NONE,NONE
1252,hasoc_en_1253,This! #DitchMitch2020 #FlipSenateBlue2020 #VoteBlueNoMatterWho2020 #VoteBlue2020 #DoYourJobMitch #resist #FuckTrump #ResistTrump #TheResistance #VoteBlueNoMatterWho #VoteBlueToSaveAmerica #Resistance https://t.co/FFPMrCV1z7,NOT,NONE,NONE
1253,hasoc_en_1254,Raptor fans are pathetic cheering for an injury #douchebag #NBAFinals #warriors #Raptors,NOT,NONE,NONE
1254,hasoc_en_1255,"To all those #Citizens who are not BOTHERED about #doctors,   You will only be BOTHERED when doctors stop BOTHERING !    #DoctorsFightBack   #DoctorsProtest  #SAVETHESAVIOUR",NOT,NONE,NONE
