,tweet,class
8428,Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,2
8429,"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz 
Bam, Race Card Vote Democrats out",2
8430,Charlie Sheen,2
8431,Charlie Sheen never disappoints.,2
8432,Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ,2
8433,Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,2
8434,Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,2
8435,Charlie and Ron has constantly put out heat for their entire careers,2
8436,Charlie bit me,2
8439,Charlie is so adorable. http://t.co/TMpBYyjGFL,2
8440,Charlie looking like he's the one that made that 3.,2
8442,Charlie xcx is bae,2
8451,Cheeky thoughts as the rooster crows.,2
8452,Cheer up Charlie.,2
8453,Cheers young lady RT @shik702 @BmoreHumble foreverrrr younnnnng *grabs flask and chugs*,2
8455,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.",2
8475,Chris Paul trash LMFAO,2
8479,Ciara not a ghetto name.. Well kinda but it&#8217;s not &#8220;ASHANTI&#8221;,2
8482,City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,2
8487,Clearly I'm afraid of birds http://t.co/qA4O9Dr4vp,2
8488,Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,2
8493,Cmon! Need a yellow for Wilson!,2
8506,"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne",2
8508,Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,2
8515,Conan Obrien needs to get a life with that $80 million..monkey food maybe.,2
8517,Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx,2
8520,"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",2
8524,"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &#8594; http://t.co/L7zmXIyVQy",2
8526,Coors light is trash. Yuck. I don't even like beer.,2
8528,"Correction:
&gt;&gt;&gt;&gt;when the sky is yellow, death is upon us. No. I'm scared",2
8535,Country Bumpkin Word of the Day : yokel http://t.co/aBpFZgJU,2
8543,Craving brownies &#128553;&#128553;,2
8561,Currently being hit with the jig. Word.,2
8577,Cute dumb females trash.,2
8580,Cuz if it's trash I'm bashing it at saying he need to go back to jail,2
8587,DEREK JETER clap clap clapclapclap #Yankees,2
8591,DRUGS&gt; Is why #Giants are losing. Just ask #barrybonds and the HEDGE BET FUND&gt; #WorldSeriesGame6 #faggots,2
8597,Dad bought me a brownie shake #lovehim,2
8598,"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash &#128686;",2
8599,Dad called me a border hopper,2
8603,Dafuq is floppy bird ?,2
8605,Dallas hoe RT @beanreturns: Why http://t.co/D6HAlItFmP,2
8610,Damn Charlie Wilson is still around?,2
8613,Damn I think your redskins lost @KxRxSxB,2
8616,Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,2
8627,Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,2
8628,Damn it be cold fo a colored man,2
8637,Damn those shiner rock those bud light platinum and that ciroc,2
8644,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",2
8648,Darkies DGAF! RT @Maxin_Betha @80sbaby4life gotta chill wit his yellow #4thofJulyFly outfit man RT @dominicanraf http://t.co/uImF6sDI,2
8654,Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,2
8666,Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,2
8673,"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",2
8680,Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,2
8681,"Decent trade for the #Yankees, a proven veteran #Ichiro for some prospects",2
8688,Defiantly going to see that new planet of the apes tonight,2
8689,Define wigga,2
8694,Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,2
8704,Designer belt with a trash fit is still trash..,2
8705,"Despite the zebra red rocket special, portland beats those jersey shore floppers.",2
8712,Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away,2
8715,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,2
8720,"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",2
8725,Did the Italian bird just call Janet a calzone? #UNCLEtweet,2
8730,"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited",2
8735,Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;,2
8747,"Dis nicca @DB_Scooch went in on dat ""I Keep tryin""",2
8748,Dis nicca lame,2
8752,"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides",2
8757,"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!",2
8758,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",2
8764,"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",2
8765,Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,2
8766,Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,2
8769,Does it bother anyone else that the planet of the apes timeline makes no sense?,2
8773,"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",2
8774,Don&#8217;t believe AP&#8217;s ho-hum tone: latest poll is great news for Republicans - Hot Air http://t.co/5HHrFlFP13,2
8790,"Don't dance, Iggy. It's trash just like your music.",2
8793,Don't follow the astros they said. They're trash they said. Well now look at them #astros,2
8814,"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",2
8818,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",2
8820,"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.",2
8833,Done for the Yankees,2
8838,Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam makes them a pass to me. White soles too. http://t.co/QIVkEPtLKj,2
8839,Double Stuff Oreos mane say,2
8842,Doug Martin trash,2
8844,Draft Drinking Game: chug a beer everytime you see a black woman crying. @stoolpresidente,2
8845,"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",2
8850,Dreamed I was eating a brownie and started salivating and woke up almost coughing myself to death. Today is a struggle.,2
8854,"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag",2
8858,Drinking folie a deux wine and playing fall out bird hahaha,2
8859,Drita is that nicca! Lmao,2
8874,"Dude was talmbout ""I don't know why everyone hates Nickelback!"" Because they're trash, that's why.",2
8898,Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,2
8902,"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V",2
8907,EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,2
8911,Early bird catches the worm &#128074;,2
8912,Early bird catches the worm &#128076;,2
8913,Early bird get the worm.,2
8914,Early bird gets the worm but the second mouse gets the cheese #RiseNGrind &#128175; http://t.co/558Ewp9vF0,2
8915,Early bird gets the worm right? Hopefully I get a job soon after today! http://t.co/lvgfVBqkdz,2
8916,Early bird gets the worm!,2
8917,Early bird gets the worm! &#128027;&#128036;,2
8918,Early bird gets the worm.... #GoGetIt,2
8919,Early morning beer as a reward for waking up and taking the trash out,2
8920,Early worm gets the bird #Bslfe #GoodMorning http://t.co/dfE8MF2Q28,2
8932,Eating brownies and then going to the gym... Idk,2
8937,Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,2
8943,Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.,2
8946,Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?,2
8948,Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq,2
8949,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,2
8950,Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.,2
8951,Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.,2
8960,Even Humming birds like the stuff http://t.co/W7OHSCbg3L,2
8963,Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud,2
8965,Even the birds think this waking up early thing is bunk. http://t.co/bqWlz5MBso,2
8969,"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites.",2
8975,"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke.",2
8993,"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",2
9002,"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo",2
9008,Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,2
9013,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference",2
9019,"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",2
9024,Except I used to be super tan and now I'm yellow/pale lol...,2
9030,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/jtsIjBULVC,2
9033,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,2
9041,Facebook is for the birds...I'm over it,2
9045,Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9,2
9046,Fairy tale world lmao,2
9050,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,2
9055,Fantasy squad doing so trash :/,2
9077,"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog",2
9094,Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,2
9096,Finally done wif mock regents &#128524;,2
9097,Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,2
9098,Finally got my medicine and crackers!,2
9103,Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;,2
9104,Fine I'll settle for an Oreo milkshake,2
9106,Fine chicks lap dances always trash,2
9108,"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that",2
9113,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",2
9116,First jig of the night,2
9117,First key club trash pick up with the freshman! #tbt http://t.co/rpLXlaylOJ,2
9124,Fitzpatrick is trash bruh,2
9126,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,2
9129,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,2
9130,Flappy bird is gonna be the death of me,2
9131,Flappy bird on bull....,2
9132,Flappy bird stresses me out,2
9135,Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,2
9136,Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,2
9138,Floppy bird chalmers over here taking after his hero LeBron,2
9143,Foles vs 9ers in San Fran or Eli vs redskins in DC,2
9144,"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",2
9162,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",2
9167,"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)",2
9170,Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,2
9171,Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,2
